order_id,customer_state,distance_km,seller_delay_d,freight_value,order_value
1431,MG,433.3,0,18.9,278.99
1432,RJ,321.1,1,1.34,198.25
1433,BA,94.4,1,15.97,300.11
1434,RJ,43.4,1,18.08,65.65
1435,BA,572.1,3,22.01,129.05
1436,MG,451.1,2,13.17,178.84
1437,MG,90.7,2,3.31,193.97
1438,BA,188.8,0,7.01,74.29
1439,SP,669.3,1,53.93,45.72
1440,MG,193.8,3,1.71,76.67
1441,SP,195.2,1,2.57,282.73
1442,SP,257.6,1,26.73,150.66
1443,RS,305.5,3,9.5,59.06
1444,RS,227.2,1,3.73,100.16
1445,BA,406.2,0,31.81,167.77
1446,RS,205.4,0,8.28,202.5
1447,BA,167.2,0,17.55,150.5
1448,SP,64.4,1,18.25,166.68
1449,RJ,284.3,1,25.83,134.84
1450,RJ,708.3,3,43.43,200.04
1451,BA,336.2,2,24.74,161.88
1452,SP,467.1,2,12.38,101.6
1453,BA,294.4,3,12.86,67.22
1454,RS,288.6,1,24.9,35.21
1455,SP,47.4,0,15.81,174.49
1456,RS,170.8,2,8.06,85.48
1457,BA,202.7,0,10.69,150.71
1458,SP,370.6,1,9.93,134.73
1459,MG,212.5,1,14.43,177.78
1460,RJ,70.8,1,25.75,183.07
1461,BA,60.2,0,23.38,121.99
1462,SP,200.8,0,17.67,360.86
1463,MG,253.2,1,5.54,130.88
1464,MG,721.3,2,7.34,109.31
1465,MG,104.3,1,20.75,66.49
1466,RS,159.4,0,56.18,307.09
1467,RS,165.6,0,9.82,331.82
1468,SP,581.9,1,15.34,47.05
1469,BA,198.1,1,6.81,116.91
1470,SP,214.0,1,41.73,97.64
1471,SP,323.4,3,43.97,108.26
1472,MG,12.2,1,26.97,212.25
1473,RS,439.2,1,38.18,242.65
1474,MG,249.5,3,15.83,206.66
1475,MG,343.8,0,18.27,83.09
1476,BA,63.3,1,28.5,255.11
1477,MG,438.8,1,14.87,146.46
1478,MG,369.3,2,1.56,84.97
1479,BA,844.7,0,4.94,216.57
1480,SP,234.0,0,9.41,206.35
1481,RS,499.1,3,14.34,150.87
1482,RJ,403.3,0,15.24,199.46
1483,MG,235.6,2,33.72,148.19
1484,RS,57.9,2,51.89,25.36
1485,BA,409.0,0,29.15,227.38
1486,BA,244.0,1,17.95,244.02
1487,RS,563.0,2,19.6,146.5
1488,SP,252.5,2,20.22,179.86
1489,MG,82.9,0,18.42,78.54
1490,RS,257.1,1,14.89,98.04
1491,RJ,257.9,1,26.48,112.56
1492,RJ,317.5,0,13.81,196.96
1493,RS,358.4,1,3.24,135.83
1494,BA,242.1,2,46.56,173.09
1495,RJ,67.9,2,10.97,107.49
1496,SP,99.7,3,21.52,105.94
1497,MG,248.9,0,21.11,197.17
1498,RS,252.4,1,26.52,60.32
1499,MG,445.5,1,3.72,68.64
1500,SP,265.5,0,4.76,122.51
1501,MG,430.0,1,41.88,116.19
1502,MG,283.6,1,10.13,130.56
1503,BA,191.8,2,5.1,108.13
1504,BA,626.5,0,14.08,33.52
1505,RJ,234.2,0,26.42,138.05
1506,MG,231.5,1,10.88,53.19
1507,MG,272.3,2,6.24,118.75
1508,SP,421.4,0,9.61,62.65
1509,MG,208.0,5,1.8,193.99
1510,SP,281.6,2,14.51,93.34
1511,SP,163.7,1,16.18,61.41
1512,RJ,316.8,4,32.55,94.85
1513,RS,41.7,1,38.6,171.99
1514,SP,158.3,2,12.45,187.0
1515,RS,174.3,1,5.36,256.13
1516,RJ,216.7,2,6.76,69.33
1517,RS,185.8,5,9.76,178.64
1518,SP,422.4,4,29.61,380.37
1519,BA,368.9,0,33.73,46.69
1520,MG,126.3,1,33.4,77.96
1521,RJ,281.0,0,8.28,98.81
1522,RJ,530.1,1,34.86,128.22
1523,MG,166.5,1,4.3,129.28
1524,MG,200.2,0,14.25,93.41
1525,BA,333.1,1,36.76,77.99
1526,RJ,91.1,0,18.65,86.01
1527,RJ,232.1,1,12.77,29.02
1528,SP,491.4,2,3.36,214.31
1529,RJ,618.7,2,13.91,99.27
1530,RJ,132.5,2,8.38,116.91
1531,RS,473.3,1,51.93,142.6
1532,BA,109.3,1,30.95,153.51
1533,BA,686.0,4,18.84,138.82
1534,RJ,342.9,3,26.7,153.78
1535,RJ,232.3,0,22.82,97.7
1536,MG,204.6,1,10.41,243.31
1537,MG,351.3,1,32.35,167.82
1538,BA,567.1,1,36.21,86.86
1539,RS,364.2,1,5.91,141.79
1540,MG,478.6,3,6.28,43.01
1541,RJ,446.3,1,11.81,186.26
1542,RS,428.2,0,8.93,203.15
1543,MG,736.4,2,13.13,84.96
1544,RS,478.1,1,9.27,125.81
1545,RJ,278.3,2,10.94,159.62
1546,RJ,324.7,1,6.86,114.93
1547,SP,95.5,0,6.85,129.5
1548,BA,81.4,3,18.91,112.18
1549,MG,211.7,0,26.16,69.09
1550,RJ,262.6,1,9.71,110.01
1551,MG,211.1,2,17.83,348.75
1552,SP,232.5,2,43.13,132.31
1553,RS,465.0,1,3.29,84.46
1554,MG,310.8,0,28.0,187.14
1555,RJ,73.0,4,8.23,58.96
1556,BA,401.4,4,13.26,90.13
1557,BA,394.6,2,34.46,88.82
1558,RS,266.0,2,0.43,122.17
1559,BA,301.0,2,20.28,133.57
1560,SP,186.4,2,38.58,116.61
1561,MG,340.5,4,34.41,22.53
1562,BA,190.6,1,38.87,57.32
1563,RS,245.6,3,45.71,209.92
1564,MG,430.1,3,23.82,126.8
1565,RS,277.2,3,24.28,40.61
1566,SP,268.3,1,4.49,122.21
1567,RJ,566.4,1,24.05,86.89
1568,RS,225.8,2,12.76,48.11
1569,SP,464.7,1,9.54,101.99
1570,BA,307.8,1,33.26,263.28
1571,RJ,189.8,1,9.28,179.3
1572,SP,200.8,1,43.04,54.8
1573,SP,363.7,3,10.91,51.7
1574,RS,629.6,3,7.49,45.37
1575,RS,148.1,2,3.73,15.43
1576,SP,119.6,0,12.06,125.12
1577,BA,552.2,0,11.18,57.02
1578,SP,419.4,1,16.51,165.91
1579,RS,301.2,1,48.74,158.92
1580,RJ,92.9,2,13.9,60.92
1581,SP,474.8,3,11.57,100.95
1582,RS,90.7,1,8.33,156.06
1583,RS,428.8,1,5.48,136.72
1584,SP,226.9,5,14.52,57.09
1585,RJ,269.8,1,42.26,55.65
1586,RS,205.8,1,45.04,80.33
1587,RJ,151.0,1,17.97,244.63
1588,BA,203.5,2,12.36,57.34
1589,RS,362.6,2,4.4,410.83
1590,SP,54.8,1,24.89,194.25
1591,MG,97.2,2,27.04,175.22
1592,MG,390.2,0,39.11,160.79
1593,RS,308.8,3,6.24,83.11
1594,MG,672.2,1,13.55,99.93
1595,RS,111.7,0,1.59,85.13
1596,MG,137.1,1,23.18,89.48
1597,MG,250.1,1,6.31,119.8
1598,BA,276.5,2,27.95,120.43
1599,RS,302.4,1,11.54,118.85
1600,BA,296.9,0,5.27,199.64
1601,BA,387.9,2,15.17,101.85
1602,RS,66.7,0,5.47,81.78
1603,BA,294.7,2,10.04,115.0
1604,SP,184.5,0,37.17,107.21
1605,RS,173.7,0,18.8,196.57
1606,RS,618.2,1,18.55,60.97
1607,RJ,212.2,2,31.2,208.17
1608,MG,500.4,1,26.0,11.2
1609,BA,910.0,0,11.68,39.01
1610,BA,211.3,1,18.57,314.02
1611,BA,260.5,4,4.75,91.89
1612,RS,247.4,2,12.2,37.58
1613,SP,281.9,0,7.54,85.0
1614,RS,560.5,0,43.84,152.93
1615,MG,423.8,1,6.29,74.47
1616,RJ,281.8,1,8.44,34.9
1617,RJ,267.5,0,21.07,71.37
1618,MG,147.8,2,19.68,71.04
1619,RJ,319.7,2,2.17,230.45
1620,RS,110.7,1,17.02,161.99
1621,MG,157.1,1,4.94,110.87
1622,RS,274.5,0,9.73,290.76
1623,BA,161.1,1,6.82,122.41
1624,RJ,93.1,2,8.72,100.75
1625,MG,238.0,2,15.76,98.85
1626,RS,129.9,2,25.93,114.76
1627,BA,351.8,0,10.43,277.43
1628,MG,288.7,3,53.88,142.74
1629,BA,103.0,2,22.66,104.4
1630,RJ,319.8,2,5.77,73.04
1631,RJ,378.2,0,20.04,247.07
1632,BA,286.5,2,3.12,39.13
1633,SP,225.7,2,9.4,171.5
1634,MG,194.9,2,6.51,79.97
1635,MG,674.3,2,7.25,66.95
1636,MG,282.2,2,15.88,79.35
1637,RJ,265.3,4,5.47,159.74
1638,RJ,214.9,0,35.69,304.87
1639,SP,115.3,0,11.12,49.5
1640,MG,186.2,4,13.03,272.0
1641,BA,356.5,0,14.68,105.38
1642,SP,311.6,1,7.69,129.03
1643,SP,309.0,1,9.42,351.81
1644,SP,277.4,1,17.85,110.63
1645,RS,143.2,2,13.33,109.84
1646,BA,266.2,1,33.65,130.82
1647,SP,435.2,3,7.14,83.14
1648,MG,252.0,3,52.02,134.74
1649,MG,39.2,0,37.02,130.28
1650,BA,154.2,0,50.96,67.37
1651,RJ,61.7,2,18.67,187.4
1652,RS,139.4,1,21.91,117.87
1653,MG,763.1,2,29.52,94.45
1654,RJ,194.6,2,44.18,162.67
1655,MG,143.3,0,15.86,83.74
1656,RJ,76.5,0,5.98,154.31
1657,MG,217.8,4,40.37,106.67
1658,RJ,506.6,2,16.08,52.07
1659,MG,145.6,0,40.94,141.32
1660,RJ,327.7,1,8.33,97.18
1661,MG,289.4,1,8.71,75.28
1662,BA,173.6,1,2.64,92.13
1663,BA,382.5,2,21.67,169.18
1664,RJ,195.5,0,21.4,102.13
1665,MG,153.8,2,24.05,175.25
1666,RJ,163.5,1,30.8,43.25
1667,RJ,293.8,2,10.99,142.28
1668,BA,675.9,3,5.1,171.26
1669,BA,432.2,2,4.36,116.87
1670,SP,159.2,1,33.81,352.63
1671,RJ,260.8,0,10.05,72.34
1672,SP,144.6,2,7.49,174.43
1673,RS,136.4,1,40.87,51.34
1674,BA,62.5,2,28.33,140.65
1675,SP,312.8,0,3.55,75.03
1676,BA,174.6,1,35.34,199.24
1677,RJ,222.6,1,13.8,139.97
1678,RJ,313.3,3,22.44,52.59
1679,MG,91.7,0,20.74,98.37
1680,BA,110.7,3,6.28,40.72
1681,BA,329.2,2,10.03,135.63
1682,SP,122.5,0,16.83,247.42
1683,BA,128.9,0,18.1,165.44
1684,MG,424.5,2,35.2,155.13
1685,RS,240.7,0,14.47,133.09
1686,MG,494.3,1,11.59,321.45
1687,RS,617.3,1,20.61,77.22
1688,RJ,538.4,3,1.99,101.3
1689,BA,89.1,0,31.43,148.5
1690,RJ,283.0,1,6.57,275.1
1691,RS,419.6,0,3.69,189.45
1692,BA,310.0,1,16.78,96.72
1693,BA,195.4,2,7.16,66.77
1694,MG,120.4,2,10.16,68.66
1695,BA,366.3,2,12.54,224.93
1696,SP,88.4,1,21.76,269.4
1697,RJ,73.2,1,11.57,89.74
1698,BA,134.8,0,34.95,150.23
1699,SP,250.2,0,43.92,81.49
1700,SP,504.7,2,22.46,47.46
1701,MG,206.1,0,15.01,120.87
1702,RS,415.7,1,6.59,292.15
1703,RJ,128.7,3,7.71,111.58
1704,RJ,183.5,2,17.53,123.73
1705,BA,192.7,0,5.64,88.67
1706,RJ,155.8,4,10.68,145.36
1707,BA,461.7,1,13.59,146.69
1708,RJ,85.2,2,44.94,159.22
1709,SP,456.0,2,27.19,152.78
1710,RS,289.9,0,22.62,204.43
1711,MG,362.2,1,18.61,54.47
1712,RJ,146.1,2,17.95,246.58
1713,MG,355.5,1,4.11,188.21
1714,BA,66.1,4,39.66,74.77
1715,SP,225.1,2,7.28,173.83
1716,RS,295.9,1,30.78,42.23
1717,MG,51.4,0,15.96,99.94
1718,RS,151.0,2,22.6,258.07
1719,BA,88.7,3,35.79,204.28
1720,SP,134.8,0,8.89,86.41
1721,RS,195.7,3,25.53,117.57
1722,MG,180.9,3,7.25,187.35
1723,RS,48.9,4,4.54,85.27
1724,BA,350.8,0,19.26,55.18
1725,RJ,95.1,1,22.92,63.4
1726,BA,283.6,1,26.2,172.38
1727,RJ,148.0,2,8.6,198.11
1728,RJ,69.7,0,4.22,143.61
1729,MG,386.0,0,5.7,296.51
1730,RJ,208.8,1,3.34,309.01
1731,RS,302.9,0,2.19,39.31
1732,SP,308.9,3,20.89,112.13
1733,RJ,286.8,3,23.54,203.34
1734,SP,144.3,1,18.16,141.11
1735,BA,312.8,1,21.71,116.28
1736,MG,399.6,1,57.01,202.96
1737,SP,151.7,2,1.66,89.46
1738,SP,114.0,1,2.64,301.6
1739,BA,160.9,1,29.77,129.35
1740,RJ,431.0,2,10.82,129.58
1741,RS,225.7,2,26.49,83.05
1742,RJ,517.2,5,40.04,49.7
1743,MG,183.1,0,24.23,281.04
1744,SP,242.4,1,13.14,126.8
1745,MG,529.1,1,30.3,139.04
1746,SP,578.9,1,15.13,83.17
1747,RJ,362.6,1,4.01,246.23
1748,RS,109.6,0,4.05,41.24
1749,RS,243.7,2,2.83,186.2
1750,MG,232.1,2,13.42,19.06
1751,RS,116.8,1,6.76,101.36
1752,RJ,472.1,1,4.84,153.15
1753,MG,305.0,3,16.93,292.84
1754,BA,133.2,1,14.0,153.71
1755,RS,107.0,2,15.87,173.2
1756,SP,273.4,1,7.02,249.62
1757,MG,67.6,1,31.54,112.81
1758,RJ,408.3,2,7.54,331.68
1759,RJ,178.2,0,18.94,95.27
1760,RS,97.9,2,9.86,166.95
1761,BA,330.9,2,42.56,133.05
1762,RS,134.1,2,40.78,110.52
1763,SP,220.2,0,14.85,31.13
1764,BA,265.3,1,12.44,351.09
1765,RS,125.0,3,34.63,54.49
1766,SP,305.0,1,29.05,188.78
1767,RS,487.8,1,11.85,65.73
1768,RJ,429.5,1,18.57,199.74
1769,MG,230.3,1,17.36,93.5
1770,SP,375.3,0,25.69,199.75
1771,RS,113.5,3,9.19,76.25
1772,RJ,215.4,0,23.12,57.99
1773,RS,441.5,3,32.65,21.84
1774,SP,117.3,3,14.44,177.27
1775,SP,269.4,3,20.13,111.85
1776,SP,382.5,2,35.58,143.67
1777,BA,259.4,0,38.22,273.28
1778,BA,602.3,0,4.05,208.05
1779,RJ,187.7,2,22.79,172.42
1780,SP,170.4,1,22.98,211.06
1781,RJ,87.1,1,29.54,78.17
1782,SP,276.8,3,12.64,93.97
1783,BA,260.2,3,26.5,227.29
1784,RS,139.8,2,4.25,94.76
1785,MG,303.3,0,20.57,194.23
1786,RJ,556.5,3,18.01,165.02
1787,MG,172.4,1,17.03,155.81
1788,RJ,494.5,1,22.25,281.06
1789,SP,365.0,3,37.83,309.22
1790,SP,216.3,1,14.93,94.12
1791,BA,43.2,1,39.77,219.87
1792,BA,68.9,2,12.77,343.09
1793,MG,221.4,5,11.54,102.77
1794,BA,141.8,3,2.51,61.83
1795,SP,290.9,0,74.36,181.01
1796,MG,169.8,3,4.29,180.57
1797,BA,210.4,2,7.75,95.48
1798,BA,148.0,0,45.17,189.75
1799,SP,165.8,2,9.35,254.31
1800,SP,305.3,3,23.12,142.54
1801,RS,61.4,2,13.11,215.88
1802,RJ,454.2,1,8.89,102.96
1803,RJ,338.8,4,6.0,248.36
1804,MG,56.7,1,43.25,75.34
1805,BA,285.4,2,16.55,250.15
1806,RS,187.0,0,13.43,228.49
1807,BA,161.0,1,15.0,139.31
1808,RS,208.3,2,13.52,72.35
1809,RS,216.3,2,10.01,117.29
1810,BA,135.4,2,2.29,129.59
1811,BA,173.0,1,14.74,209.14
1812,MG,431.3,6,21.0,466.91
1813,RJ,76.4,0,6.42,107.21
1814,SP,393.8,0,29.05,258.05
1815,SP,138.5,1,15.7,47.93
1816,RS,316.8,0,24.02,35.74
1817,RJ,89.5,0,9.3,111.48
1818,SP,136.8,2,9.46,219.67
1819,SP,202.4,1,35.83,86.12
1820,SP,45.1,1,17.27,91.25
1821,RJ,91.5,3,3.89,51.07
1822,BA,539.3,1,12.35,117.9
1823,RS,373.9,1,2.67,219.37
1824,RS,404.0,1,3.38,39.42
1825,RS,336.7,7,13.79,87.28
1826,BA,162.2,1,27.08,49.25
1827,RJ,595.6,1,6.31,198.51
1828,MG,733.3,1,11.75,109.95
1829,BA,106.1,3,35.75,240.77
1830,SP,233.5,0,24.57,329.98
1831,BA,218.0,2,26.19,99.43
1832,SP,228.0,2,19.6,32.72
1833,RJ,400.5,1,11.09,131.27
1834,RS,238.0,4,36.15,78.36
1835,RJ,256.4,1,2.02,130.01
1836,RS,238.4,3,30.19,85.01
1837,RS,94.4,2,26.7,80.55
1838,RJ,589.9,2,13.86,180.42
1839,RS,86.5,3,6.73,95.96
1840,RS,193.4,2,5.53,169.25
1841,RS,207.7,3,38.51,114.16
1842,MG,297.8,4,12.82,160.24
1843,RS,339.5,0,4.45,256.48
1844,RJ,51.4,1,32.61,216.33
1845,RJ,264.9,2,7.5,54.05
1846,MG,118.3,0,10.23,48.51
1847,RJ,312.7,0,5.86,119.74
1848,SP,53.0,1,40.7,36.51
1849,BA,276.5,1,12.48,100.14
1850,MG,36.6,5,9.37,62.64
1851,RS,93.0,2,21.11,265.57
1852,SP,223.8,0,1.85,154.75
1853,RJ,343.5,2,19.93,63.37
1854,BA,379.1,3,10.03,276.28
1855,BA,300.3,2,8.65,159.0
1856,MG,158.5,1,1.72,285.24
1857,BA,279.3,2,10.66,168.23
1858,RS,227.1,3,2.63,265.38
1859,RS,166.9,2,8.62,53.01
1860,RS,427.5,1,3.76,20.61
1861,RS,256.8,1,28.11,107.96
1862,RJ,254.1,0,20.46,113.76
1863,BA,375.9,2,25.82,62.79
1864,RJ,169.9,0,29.58,44.96
1865,RS,225.0,4,8.08,79.8
1866,RS,100.6,1,8.02,133.8
1867,MG,128.6,1,20.66,87.35
1868,MG,85.5,2,2.8,259.96
1869,SP,105.7,0,7.59,72.26
1870,SP,117.2,1,15.83,296.61
1871,SP,216.4,1,13.66,153.55
1872,SP,320.4,2,2.87,117.19
1873,RJ,162.5,0,17.16,148.64
1874,RS,250.8,0,34.02,99.67
1875,BA,718.1,1,16.02,166.2
1876,MG,152.7,0,10.47,112.65
1877,BA,195.7,1,26.83,234.33
1878,SP,180.0,0,9.07,243.1
1879,BA,571.2,1,18.12,180.32
1880,MG,269.9,1,25.1,72.16
1881,SP,80.0,1,9.79,30.92
1882,MG,290.5,1,18.83,126.94
1883,BA,128.4,2,8.9,261.0
1884,MG,220.9,1,24.64,299.72
1885,RS,353.4,0,13.94,125.56
1886,RS,263.0,2,7.2,22.29
1887,RJ,115.8,2,17.59,132.77
1888,RS,73.7,3,35.1,76.41
1889,RJ,154.5,0,7.49,63.64
1890,SP,279.8,2,32.38,40.38
1891,BA,152.7,1,9.66,99.25
1892,SP,152.8,2,30.88,97.3
1893,RJ,899.0,1,13.0,101.47
1894,MG,234.7,0,30.31,148.71
1895,BA,403.6,1,13.42,145.48
1896,RS,29.2,1,17.9,165.66
1897,RS,111.8,0,9.02,58.28
1898,BA,89.1,2,21.41,92.76
1899,RS,172.1,2,14.98,177.35
1900,BA,380.9,4,19.45,46.07
1901,RS,317.0,1,23.06,285.62
1902,MG,253.2,2,27.05,157.99
1903,SP,337.9,1,30.67,172.53
1904,RJ,217.8,1,9.69,152.7
1905,MG,249.6,2,10.34,117.56
1906,RS,582.5,1,8.04,167.62
1907,MG,363.3,3,17.46,91.79
1908,SP,460.0,0,9.27,102.51
1909,MG,673.3,1,7.38,130.75
1910,BA,99.0,1,13.69,32.57
1911,RS,734.7,2,9.34,11.91
1912,SP,99.0,0,12.79,218.17
1913,RJ,485.7,1,9.71,239.06
1914,MG,210.6,2,3.55,200.74
1915,MG,707.0,0,31.44,82.45
1916,RS,480.5,2,3.73,178.43
1917,RJ,137.7,2,21.61,94.16
1918,MG,337.3,3,23.59,192.48
1919,RJ,340.4,2,14.06,41.78
1920,SP,157.7,0,25.32,83.93
1921,RJ,276.5,3,2.52,100.05
1922,MG,160.8,2,10.25,110.29
1923,SP,198.4,1,22.7,62.68
1924,BA,229.3,3,9.76,238.37
1925,RJ,246.3,4,3.17,170.8
1926,SP,115.4,2,28.11,57.04
1927,MG,638.9,3,16.77,72.78
1928,RJ,88.2,1,20.35,241.17
1929,BA,268.1,1,12.75,156.41
1930,SP,159.4,1,11.24,314.2
1931,BA,497.0,1,6.58,248.32
1932,MG,180.4,2,0.54,168.88
1933,BA,180.1,2,43.82,81.16
1934,RJ,618.8,3,23.29,207.3
1935,RS,174.7,1,75.02,58.05
1936,MG,234.8,0,39.83,114.93
1937,RS,142.5,4,15.83,292.81
1938,RJ,323.5,1,11.25,220.43
1939,RS,272.8,2,16.39,356.74
1940,BA,115.3,1,26.47,101.19
1941,RS,283.6,2,24.14,22.3
1942,SP,170.1,3,20.46,59.1
1943,MG,307.3,0,28.7,186.27
1944,RS,108.9,0,27.98,205.51
1945,RJ,390.5,1,37.79,64.21
1946,RS,421.9,1,11.12,76.81
1947,RS,131.6,0,41.08,163.22
1948,MG,229.1,1,10.77,95.45
1949,BA,344.3,0,22.89,235.28
1950,MG,89.8,0,9.23,92.09
1951,BA,251.6,3,3.78,296.24
1952,RS,286.3,1,44.96,141.26
1953,BA,100.9,2,31.28,158.63
1954,RJ,136.0,0,13.39,109.6
1955,MG,484.7,3,13.97,205.3
1956,RS,297.7,2,18.86,95.88
1957,MG,195.8,2,10.21,62.4
1958,RJ,114.2,1,11.24,44.58
1959,BA,342.5,1,11.49,114.35
1960,BA,162.7,2,15.96,81.42
1961,BA,747.8,3,21.46,253.96
1962,RJ,290.4,1,8.8,161.04
1963,MG,436.5,0,17.79,138.89
1964,BA,271.5,1,33.66,85.91
1965,RJ,547.4,1,27.33,93.29
1966,RS,295.9,1,13.54,134.83
1967,MG,127.6,3,9.63,179.8
1968,SP,276.8,2,31.87,115.12
1969,RJ,196.1,4,37.58,37.11
1970,RS,268.7,4,7.43,132.21
1971,BA,208.0,2,37.32,43.11
1972,MG,233.4,2,8.26,222.55
1973,MG,164.5,3,26.82,99.71
1974,RJ,187.6,1,20.32,122.58
1975,RS,273.7,3,20.89,263.07
1976,RJ,204.0,0,6.77,123.1
1977,RS,428.6,2,10.06,181.11
1978,SP,380.9,0,8.08,109.48
1979,MG,186.9,0,7.5,141.85
1980,RJ,104.4,0,18.79,79.39
1981,MG,490.7,0,12.88,150.22
1982,BA,185.1,4,14.21,15.33
1983,SP,101.8,3,36.79,129.43
1984,SP,145.1,3,13.04,117.0
1985,MG,200.3,0,43.84,212.04
1986,BA,501.7,0,12.79,182.72
1987,SP,384.2,0,6.08,217.74
1988,RS,256.7,1,10.15,317.68
1989,MG,93.9,0,12.54,107.38
1990,RS,192.1,1,17.31,136.13
1991,SP,161.4,4,23.51,76.79
1992,RS,534.5,2,25.22,364.63
1993,BA,216.0,1,19.25,48.62
1994,RS,813.0,2,7.14,77.29
1995,RS,323.9,0,18.72,44.15
1996,SP,148.0,1,15.45,250.49
1997,SP,266.6,1,11.56,226.85
1998,RS,133.2,3,9.36,70.1
1999,MG,316.7,0,31.35,95.17
2000,RJ,44.8,0,21.21,154.2
2001,BA,466.8,2,6.41,164.22
2002,RS,271.3,1,48.18,204.44
2003,RJ,375.0,1,12.32,98.56
2004,RS,98.5,1,15.71,348.18
2005,SP,759.6,3,5.67,66.49
2006,BA,97.6,0,3.7,94.02
2007,RJ,269.7,3,3.79,111.1
2008,MG,97.2,0,16.98,286.58
2009,BA,193.4,4,1.52,127.27
2010,RJ,290.1,0,41.23,46.11
2011,SP,80.5,2,4.09,221.02
2012,MG,217.3,3,12.01,154.16
2013,RS,310.0,0,19.08,184.5
2014,RJ,118.1,0,58.7,76.41
2015,MG,398.2,2,7.14,123.14
2016,SP,211.2,1,26.58,50.21
2017,RJ,102.0,0,4.99,100.98
2018,SP,151.8,4,8.21,190.73
2019,SP,131.7,1,12.48,204.58
2020,RS,228.0,2,5.92,55.23
2021,RS,342.6,2,10.31,66.55
2022,RS,235.4,3,13.61,98.16
2023,BA,283.4,4,25.36,159.46
2024,SP,233.0,2,27.5,164.49
2025,RS,327.0,1,19.86,147.09
2026,SP,440.9,0,8.16,157.24
2027,RJ,74.0,2,7.12,142.6
2028,RJ,258.3,1,9.72,218.13
2029,BA,210.7,0,5.98,62.73
2030,SP,525.1,1,20.32,192.01
2031,RS,422.2,2,15.25,84.84
2032,SP,92.6,0,24.16,263.13
2033,RS,165.0,0,8.17,163.75
2034,MG,58.3,0,17.24,113.34
2035,RJ,299.8,3,41.05,268.48
2036,MG,276.8,0,22.7,138.18
2037,SP,193.0,1,15.62,98.5
2038,MG,77.2,2,7.67,59.93
2039,BA,304.1,4,26.01,103.87
2040,RJ,126.4,0,75.66,35.39
2041,RS,343.1,1,5.76,105.73
2042,BA,130.7,4,6.14,251.82
2043,RJ,683.8,3,18.74,117.56
2044,RJ,512.2,2,6.63,159.29
2045,BA,507.8,0,5.25,40.39
2046,RJ,56.8,0,21.46,219.63
2047,RS,418.8,0,25.18,245.76
2048,MG,451.0,0,17.93,236.39
2049,BA,144.5,1,4.88,153.97
2050,RS,230.8,2,16.9,168.63
2051,RS,173.7,0,23.31,177.9
2052,RJ,383.9,4,13.78,72.83
2053,MG,736.5,0,26.55,381.0
2054,BA,107.1,0,13.23,74.59
2055,MG,94.1,1,1.95,215.74
2056,RJ,322.4,2,16.69,114.49
2057,BA,115.8,2,30.3,131.39
2058,RS,369.2,4,9.62,127.09
2059,MG,188.4,2,12.38,213.31
2060,RJ,309.6,3,10.54,129.26
2061,BA,398.4,1,20.77,290.82
2062,MG,267.8,2,13.73,56.14
2063,RJ,414.6,0,29.6,195.06
2064,RS,115.9,1,11.85,87.17
2065,BA,105.2,2,37.35,101.84
2066,BA,266.2,1,7.0,477.17
2067,RS,109.4,3,5.15,138.65
2068,SP,232.3,3,18.05,54.92
2069,RS,325.6,2,48.36,114.94
2070,SP,234.7,4,30.45,224.79
2071,SP,302.5,1,9.79,247.97
2072,RS,282.7,1,1.88,94.26
2073,RJ,28.7,2,6.14,42.92
2074,SP,204.5,1,14.4,157.98
2075,BA,172.8,1,49.64,179.11
2076,RJ,506.8,0,16.35,90.63
2077,MG,480.0,0,24.13,132.13
2078,RS,164.6,1,9.51,79.81
2079,MG,402.9,3,12.43,47.15
2080,SP,202.3,0,23.43,271.66
2081,BA,346.1,0,21.58,329.45
2082,SP,94.1,2,15.6,70.24
2083,RJ,354.8,1,28.32,60.4
2084,RJ,366.5,1,26.04,47.16
2085,RS,81.1,1,20.46,96.56
2086,SP,312.0,4,9.78,49.57
2087,MG,500.6,0,4.07,301.61
2088,MG,226.2,1,4.35,124.85
2089,MG,458.0,1,34.04,103.88
2090,MG,125.4,0,18.36,335.6
2091,SP,114.6,0,14.53,107.24
2092,RJ,92.2,0,1.75,59.07
2093,MG,396.9,0,19.84,60.84
2094,SP,41.3,1,6.41,93.94
2095,RS,360.1,6,15.78,306.98
2096,RS,202.8,1,27.04,198.17
2097,MG,387.5,0,29.78,178.66
2098,RS,277.1,5,15.71,192.15
2099,MG,236.3,0,27.73,121.74
2100,MG,356.1,2,17.89,126.62
2101,MG,416.9,1,22.81,60.83
2102,SP,452.9,2,24.36,73.29
2103,SP,437.0,2,16.34,134.25
2104,MG,380.4,1,4.09,155.14
2105,SP,164.6,1,6.91,178.76
2106,BA,211.9,0,30.04,54.86
2107,RJ,71.2,1,5.93,32.43
2108,MG,201.4,3,32.61,121.5
2109,RS,208.5,4,19.97,166.94
2110,RS,497.9,0,21.76,102.5
2111,MG,621.7,4,16.03,171.8
2112,RJ,104.5,0,2.74,110.12
2113,RS,68.0,1,10.5,85.71
2114,MG,148.2,2,13.7,33.08
2115,BA,273.4,0,18.06,114.17
2116,SP,615.3,0,1.27,78.75
2117,BA,94.3,4,38.44,198.77
2118,MG,90.7,1,24.77,86.56
2119,RJ,97.8,3,48.23,178.13
2120,BA,477.6,3,7.7,90.27
2121,MG,154.2,1,7.8,126.62
